source_match_id,datetime,team1,team2,best_of,score1_match,score2_match,derived_winner,derived_loser,tournament_name,included_in_official_event,candidate_stage,candidate_round,record_group,reconciliation_status,reconciliation_reason,supporting_evidence,confidence,playoff_round_label
7302542,2026-06-09T15:00:00,Monte,paiN Gaming,3,2,0,Monte,paiN Gaming,IEM Cologne Major 2026,True,stage_2,5.0,2-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-09 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302541,2026-06-09T17:30:00,Legacy,TYLOO,3,2,0,Legacy,TYLOO,IEM Cologne Major 2026,True,stage_2,5.0,2-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-09 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302540,2026-06-09T20:00:00,BIG,B8 Esports,3,1,2,B8 Esports,BIG,IEM Cologne Major 2026,True,stage_2,5.0,2-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-09 falls inside the stage_2 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302562,2026-06-11T12:00:00,The Mongolz,BetBoom Team,3,1,2,BetBoom Team,The Mongolz,IEM Cologne Major 2026,True,stage_3,1.0,0-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-11 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302563,2026-06-11T12:00:00,PARIVISION,9z Team,3,1,2,9z Team,PARIVISION,IEM Cologne Major 2026,True,stage_3,1.0,0-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-11 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302568,2026-06-11T15:00:00,Team Vitality,FUT Esports,3,2,1,Team Vitality,FUT Esports,IEM Cologne Major 2026,True,stage_3,1.0,0-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-11 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302561,2026-06-11T15:10:00,MOUZ,Legacy,3,2,0,MOUZ,Legacy,IEM Cologne Major 2026,True,stage_3,1.0,0-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-11 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302565,2026-06-11T17:10:00,FURIA Esports,B8 Esports,3,2,0,FURIA Esports,B8 Esports,IEM Cologne Major 2026,True,stage_3,1.0,0-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-11 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302567,2026-06-11T18:00:00,Team Falcons,G2 Esports,3,2,1,Team Falcons,G2 Esports,IEM Cologne Major 2026,True,stage_3,1.0,0-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-11 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302564,2026-06-11T19:30:00,Aurora Gaming,Monte,3,2,0,Aurora Gaming,Monte,IEM Cologne Major 2026,True,stage_3,1.0,0-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-11 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302566,2026-06-11T21:45:00,Natus Vincere,Team Spirit,3,0,2,Team Spirit,Natus Vincere,IEM Cologne Major 2026,True,stage_3,1.0,0-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-11 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302611,2026-06-12T12:00:00,FURIA Esports,MOUZ,3,2,1,FURIA Esports,MOUZ,IEM Cologne Major 2026,True,stage_3,2.0,1-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-12 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302618,2026-06-12T12:00:00,The Mongolz,B8 Esports,3,2,0,The Mongolz,B8 Esports,IEM Cologne Major 2026,True,stage_3,2.0,0-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-12 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302616,2026-06-12T14:30:00,PARIVISION,Monte,3,1,2,Monte,PARIVISION,IEM Cologne Major 2026,True,stage_3,2.0,0-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-12 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302617,2026-06-12T15:00:00,FUT Esports,G2 Esports,3,1,2,G2 Esports,FUT Esports,IEM Cologne Major 2026,True,stage_3,2.0,0-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-12 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302615,2026-06-12T17:40:00,Natus Vincere,Legacy,3,2,0,Natus Vincere,Legacy,IEM Cologne Major 2026,True,stage_3,2.0,0-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-12 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302614,2026-06-12T18:10:00,Team Falcons,BetBoom Team,3,0,2,BetBoom Team,Team Falcons,IEM Cologne Major 2026,True,stage_3,2.0,1-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-12 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302612,2026-06-12T19:45:00,Team Vitality,9z Team,3,1,2,9z Team,Team Vitality,IEM Cologne Major 2026,True,stage_3,2.0,1-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-12 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302613,2026-06-12T20:25:00,Team Spirit,Aurora Gaming,3,2,1,Team Spirit,Aurora Gaming,IEM Cologne Major 2026,True,stage_3,2.0,1-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-12 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302668,2026-06-13T12:00:00,B8 Esports,FUT Esports,3,1,2,FUT Esports,B8 Esports,IEM Cologne Major 2026,True,stage_3,3.0,0-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-13 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302669,2026-06-13T12:00:00,Natus Vincere,The Mongolz,3,2,1,Natus Vincere,The Mongolz,IEM Cologne Major 2026,True,stage_3,3.0,1-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-13 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302666,2026-06-13T15:15:00,Team Falcons,Monte,3,2,1,Team Falcons,Monte,IEM Cologne Major 2026,True,stage_3,3.0,1-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-13 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302667,2026-06-13T15:20:00,Aurora Gaming,G2 Esports,3,2,0,Aurora Gaming,G2 Esports,IEM Cologne Major 2026,True,stage_3,3.0,1-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-13 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302665,2026-06-13T17:35:00,Team Vitality,MOUZ,3,2,1,Team Vitality,MOUZ,IEM Cologne Major 2026,True,stage_3,3.0,1-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-13 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302664,2026-06-13T18:45:00,PARIVISION,Legacy,3,0,2,Legacy,PARIVISION,IEM Cologne Major 2026,True,stage_3,3.0,0-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-13 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302663,2026-06-13T20:40:00,BetBoom Team,FURIA Esports,3,0,2,FURIA Esports,BetBoom Team,IEM Cologne Major 2026,True,stage_3,3.0,2-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-13 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302662,2026-06-13T21:55:00,Team Spirit,9z Team,3,2,1,Team Spirit,9z Team,IEM Cologne Major 2026,True,stage_3,3.0,2-0,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-13 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302735,2026-06-14T15:00:00,The Mongolz,Monte,3,2,1,The Mongolz,Monte,IEM Cologne Major 2026,True,stage_3,4.0,1-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-14 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302736,2026-06-14T15:00:00,MOUZ,FUT Esports,3,1,2,FUT Esports,MOUZ,IEM Cologne Major 2026,True,stage_3,4.0,1-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-14 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302733,2026-06-14T18:20:00,Aurora Gaming,9z Team,3,2,0,Aurora Gaming,9z Team,IEM Cologne Major 2026,True,stage_3,4.0,2-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-14 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302734,2026-06-14T18:20:00,BetBoom Team,Team Vitality,3,0,2,Team Vitality,BetBoom Team,IEM Cologne Major 2026,True,stage_3,4.0,2-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-14 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302731,2026-06-14T20:00:00,G2 Esports,Legacy,3,2,0,G2 Esports,Legacy,IEM Cologne Major 2026,True,stage_3,4.0,1-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-14 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302732,2026-06-14T20:40:00,Natus Vincere,Team Falcons,3,1,2,Team Falcons,Natus Vincere,IEM Cologne Major 2026,True,stage_3,4.0,2-1,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-14 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302761,2026-06-15T15:00:00,9z Team,The Mongolz,3,2,0,9z Team,The Mongolz,IEM Cologne Major 2026,True,stage_3,5.0,2-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-15 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302760,2026-06-15T17:30:00,BetBoom Team,FUT Esports,3,2,0,BetBoom Team,FUT Esports,IEM Cologne Major 2026,True,stage_3,5.0,2-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-15 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302759,2026-06-15T20:00:00,Natus Vincere,G2 Esports,3,1,2,G2 Esports,Natus Vincere,IEM Cologne Major 2026,True,stage_3,5.0,2-2,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-15 falls inside the stage_3 window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,
7302779,2026-06-18T16:45:00,Aurora Gaming,BetBoom Team,3,2,0,Aurora Gaming,BetBoom Team,IEM Cologne Major 2026,True,playoffs,1.0,playoffs,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-18 falls inside the playoffs window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,quarterfinal
7302778,2026-06-18T20:00:00,9z Team,FURIA Esports,3,1,2,FURIA Esports,9z Team,IEM Cologne Major 2026,True,playoffs,1.0,playoffs,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-18 falls inside the playoffs window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,quarterfinal
7302777,2026-06-19T16:45:00,Team Spirit,G2 Esports,3,2,1,Team Spirit,G2 Esports,IEM Cologne Major 2026,True,playoffs,1.0,playoffs,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-19 falls inside the playoffs window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,quarterfinal
7302776,2026-06-19T22:25:00,Team Vitality,Team Falcons,3,1,2,Team Falcons,Team Vitality,IEM Cologne Major 2026,True,playoffs,1.0,playoffs,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-19 falls inside the playoffs window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,quarterfinal
7302850,2026-06-20T16:45:00,FURIA Esports,Aurora Gaming,3,2,0,FURIA Esports,Aurora Gaming,IEM Cologne Major 2026,True,playoffs,2.0,playoffs,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-20 falls inside the playoffs window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,semifinal
7302865,2026-06-20T20:00:00,Team Spirit,Team Falcons,3,1,2,Team Falcons,Team Spirit,IEM Cologne Major 2026,True,playoffs,2.0,playoffs,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-20 falls inside the playoffs window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,semifinal
10094318,2026-06-21T15:30:00,Team Germany,Team Poland,1,1,0,Team Germany,Team Poland,IEM Cologne Major 2026,False,,,,non_tournament_showmatch,"['Team Germany', 'Team Poland'] not present in the frozen Phase 8B 32-team Cologne roster (config/tournaments/iem_cologne_major_2026_pre_event.yaml participants). Independently identified as a national all-star exhibition ('Team Germany vs. Team Poland Showmatch') played 2026-06-21, the same day as the Grand Final, unrelated to official Swiss/playoff standings.",HLTV match page titled 'Team Germany vs. Team Poland at Showmatch CS' (https://www.hltv.org/matches/2395350/team-germany-vs-team-poland-showmatch-cs); corroborated by press coverage (cryptobriefing.com) explicitly describing it as a national CS2 showmatch distinct from the main Major bracket.,high,
7302876,2026-06-21T18:00:00,Team Falcons,FURIA Esports,5,3,0,Team Falcons,FURIA Esports,IEM Cologne Major 2026,True,playoffs,3.0,playoffs,official_tournament_match,both teams present in the frozen Phase 8B 32-team roster; datetime 2026-06-21 falls inside the playoffs window independently corroborated by Liquipedia's raw per-round wikitext.,"Liquipedia raw wikitext (Stage_1/Stage_2/Stage_3/Playoffs, action=raw) team-pairing cross-check; see result source manifest.",high,grand_final
